rec_yds_per_g,gs,rec_yds_per_rec,g,rec_long,rec_td,age,year,catch_pct,pos,rec_yds_per_tgt,fumbles,player,team,rec,rec_yds,rec_per_g,targets
0.3,11,4.0,16,4,0,34,2011,16.7%,TE,0.7,0,Jim Kleinsasser,MIN,1,4,0.1,6
-0.2,0,-3.0,15,-3,0,21,2011,100.0%,,-3.0,1,Dion Lewis,PHI,1,-3,0.1,1
1.2,1,19.0,16,19,0,30,2011,100.0%,rb,19.0,6,Stefan Logan,DET,1,19,0.1,1
1.0,0,5.0,5,5,0,24,2011,100.0%,,5.0,0,Ryan Mahaffey,IND,1,5,0.2,1
0.2,1,1.0,6,1,0,23,2011,50.0%,te,0.5,0,Steve Maneri,KAN,1,1,0.2,2
0.6,3,8.0,14,8,0,24,2011,50.0%,te/wr,4.0,0,Jeron Mastrud,MIA,1,8,0.1,2
4.0,3,12.0,3,12,0,27,2011,100.0%,fb,12.0,0,Reagan Maui'a,ARI,1,12,0.3,1
-0.4,13,-5.0,13,-5,0,25,2011,100.0%,QB,-5.0,11,Colt McCoy,CLE,1,-5,0.1,1
0.3,1,4.0,16,4,0,32,2011,100.0%,fb,4.0,0,Corey McIntyre,BUF,1,4,0.1,1
1.0,0,8.0,8,8,0,24,2011,100.0%,,8.0,0,Nick Miller,2TM,1,8,0.1,1
2.1,0,33.0,16,33,0,26,2011,100.0%,,33.0,0,Ryan Mundy,PIT,1,33,0.1,1
1.7,16,27.0,16,27,0,22,2011,100.0%,QB,27.0,5,Cam Newton,CAR,1,27,0.1,1
8.0,2,16.0,2,16,0,29,2011,25.0%,wr,4.0,0,Roscoe Parrish,BUF,1,16,0.5,4
1.4,2,19.0,14,19,0,32,2011,25.0%,te,4.8,0,Justin Peelle,SFO,1,19,0.1,4
-0.1,16,-1.0,16,-1,0,21,2011,100.0%,RCB,-1.0,4,Patrick Peterson+,ARI,1,-1,0.1,1
3.5,0,7.0,2,7,0,23,2011,100.0%,,7.0,1,Bilal Powell,NYJ,1,7,0.5,1
0.8,0,5.0,6,5,0,23,2011,100.0%,,5.0,0,Allen Reisner,MIN,1,5,0.2,1
1.3,0,15.0,12,15,0,36,2011,50.0%,,7.5,0,Mike Sellers,WAS,1,15,0.1,2
2.9,3,46.0,16,46,0,26,2011,33.3%,s,15.3,1,Matthew Slater,NWE,1,46,0.1,3
0.1,16,1.0,16,1,0,25,2011,100.0%,LG,1.0,0,Matt Slauson,NYJ,1,1,0.1,1
1.2,15,18.0,15,18,0,30,2011,100.0%,NT,18.0,0,Isaac Sopoaga,SFO,1,18,0.1,1
2.0,4,32.0,16,32,0,26,2011,20.0%,te,6.4,0,Kory Sperry,SDG,1,32,0.1,5
1.1,16,17.0,16,17,0,27,2011,100.0%,LT,17.0,0,Joe Staley,SFO,1,17,0.1,1
3.5,0,7.0,2,7,0,35,2011,33.3%,,2.3,0,Brandon Stokley,NYG,1,7,0.5,3
0.5,0,8.0,15,8,0,26,2011,33.3%,,2.7,0,Maurice Stovall,DET,1,8,0.1,3
0.3,0,4.0,15,4,1,24,2011,100.0%,,4.0,0,Ryan Taylor,GNB,1,4,0.1,1
1.0,1,5.0,5,5,0,23,2011,14.3%,te,0.7,0,Julius Thomas,DEN,1,5,0.2,7
3.5,3,21.0,6,21,0,31,2011,100.0%,qb,21.0,1,Seneca Wallace,CLE,1,21,0.2,1
0.8,1,9.0,11,9,0,25,2011,20.0%,wr,1.8,1,Joe Webb,MIN,1,9,0.1,5
1.1,15,17.0,15,17,0,28,2011,100.0%,lt/RT,17.0,0,Guy Whimper,JAX,1,17,0.1,1
-0.3,0,-3.0,12,-3,0,23,2011,25.0%,,-0.8,0,Johnny White,BUF,1,-3,0.1,4
2.8,0,17.0,6,17,0,24,2011,100.0%,,17.0,0,Eddie Williams,2TM,1,17,0.2,1
122.8,16,16.1,16,53,5,27,2012,59.8%,WR,9.6,3,Calvin Johnson+,DET,122,1964,7.6,204
94.3,16,12.8,16,56,11,28,2012,61.5%,WR,7.9,2,Brandon Marshall+,CHI,118,1508,7.4,192
84.6,12,11.5,16,59,6,31,2012,67.8%,WR,7.8,3,Wes Welker,NWE,118,1354,7.4,174
99.9,16,14.3,16,60,4,31,2012,69.1%,WR,9.9,0,Andre Johnson,HOU,112,1598,7.0,162
64.9,16,9.4,16,36,3,30,2012,74.8%,TE,7.1,0,Jason Witten,DAL,110,1039,6.9,147
84.7,15,12.8,16,33,5,34,2012,54.4%,WR,6.9,1,Reggie Wayne,IND,106,1355,6.6,195
84.4,16,13.9,16,73,11,24,2012,59.1%,WR,8.2,2,A.J. Green,CIN,97,1350,6.1,164
89.6,16,15.3,16,71,10,25,2012,65.7%,WR,10.0,3,Demaryius Thomas,DEN,94,1434,5.9,143
58.1,16,10.0,16,25,8,36,2012,75.0%,TE,7.5,0,Tony Gonzalez+,ATL,93,930,5.8,124
86.4,14,15.0,16,85,12,24,2012,66.7%,WR,10.0,5,Dez Bryant,DAL,92,1382,5.8,138
84.4,15,14.7,16,59,7,31,2012,64.8%,WR,9.5,1,Roddy White,ATL,92,1351,5.8,142
68.3,16,12.7,16,80,10,26,2012,60.1%,WR,7.6,0,Victor Cruz,NYG,86,1092,5.4,143
69.1,16,13.0,16,49,9,25,2012,66.9%,WR,8.7,0,Michael Crabtree,SFO,85,1105,5.3,127
66.5,15,12.5,16,55,13,25,2012,69.7%,WR,8.7,0,Eric Decker,DEN,85,1064,5.3,122
65.5,9,11.6,15,46,9,26,2012,63.0%,TE,7.3,1,Jimmy Graham,NOR,85,982,5.7,135
72.1,13,13.9,16,60,10,29,2012,63.8%,WR,8.9,4,Marques Colston,NOR,83,1154,5.2,130
63.6,8,11.9,15,39,8,22,2012,76.9%,rb/wr,9.2,4,Randall Cobb,GNB,80,954,5.3,104
65.4,16,13.2,16,63,6,26,2012,53.4%,WR,7.1,1,Steve Johnson,BUF,79,1046,4.9,148
74.9,15,15.2,16,80,10,23,2012,61.7%,WR,9.4,0,Julio Jones,ATL,79,1198,4.9,128
50.4,16,10.2,16,29,4,27,2012,75.2%,TE,7.7,0,Brandon Myers,OAK,79,806,4.9,105
51.3,6,8.9,13,44,7,29,2012,72.1%,rb,6.4,0,Darren Sproles,NOR,75,667,5.8,104
67.7,15,14.6,16,80,1,26,2012,56.5%,WR,8.3,1,Brian Hartline,MIA,74,1083,4.6,131
56.9,15,12.3,16,53,4,31,2012,56.5%,WR,7.0,0,Brandon Lloyd,NWE,74,911,4.6,131
73.4,16,16.1,16,66,4,33,2012,53.3%,WR,8.6,1,Steve Smith,CAR,73,1174,4.6,137
86.5,16,19.2,16,95,8,29,2012,49.0%,WR,9.4,0,Vincent Jackson,TAM,72,1384,4.5,147
49.9,16,11.2,16,37,4,29,2012,45.5%,WR,5.1,0,Larry Fitzgerald,ARI,71,798,4.4,156
54.4,15,11.5,15,43,8,30,2012,70.3%,TE,8.1,0,Heath Miller,PIT,71,816,4.7,101
57.1,15,12.4,15,70,7,24,2012,56.6%,WR,7.0,1,Jeremy Maclin,PHI,69,857,4.6,122
52.7,16,12.2,16,47,5,27,2012,66.3%,TE,8.1,0,Greg Olsen,CAR,69,843,4.3,104
58.9,15,14.3,16,49,6,28,2012,55.5%,WR,7.9,1,Miles Austin,DAL,66,943,4.1,119
60.5,10,11.9,13,60,5,24,2012,62.3%,WR,7.4,4,Antonio Brown,PIT,66,787,5.1,106
61.4,15,14.2,15,43,4,32,2012,58.0%,WR,8.2,0,Anquan Boldin,BAL,65,921,4.3,112
69.4,7,16.0,15,51,6,29,2012,62.5%,wr,10.0,0,Lance Moore,NOR,65,1041,4.3,104
54.1,14,13.5,16,81,5,22,2012,48.5%,WR,6.6,1,Justin Blackmon,JAX,64,865,4.0,132
46.1,15,11.5,16,55,5,24,2012,68.1%,TE,7.8,2,Jermaine Gresham,CIN,64,737,4.0,94
49.0,16,12.3,16,49,14,28,2012,65.3%,WR,8.0,0,James Jones,GNB,64,784,4.0,98
50.6,15,11.9,15,46,5,24,2012,56.1%,WR,6.7,1,Andre Roberts,ARI,64,759,4.3,114
55.7,14,13.1,15,82,8,26,2012,53.8%,WR,7.0,2,Mike Wallace,PIT,64,836,4.3,119
41.7,5,9.8,15,38,4,23,2012,61.5%,wr,6.0,1,Kendall Wright,TEN,64,626,4.3,104
60.5,8,10.6,11,56,3,27,2012,62.4%,WR,6.6,3,Danny Amendola,STL,63,666,5.7,101
62.3,16,15.8,16,65,9,25,2012,50.0%,WR,7.9,0,Mike Williams,TAM,63,996,3.9,126
47.7,14,11.5,15,39,6,30,2012,59.6%,TE,6.9,0,Owen Daniels,HOU,62,716,4.1,104
75.2,8,10.9,9,45,3,24,2012,72.9%,WR,8.0,2,Percy Harvin,MIN,62,677,6.9,85
59.8,13,12.8,13,39,1,27,2012,58.7%,WR,7.5,1,Davone Bess,MIA,61,778,4.7,104
41.7,14,10.9,16,40,2,25,2012,70.1%,TE,7.7,1,Jermichael Finley,GNB,61,667,3.8,87
41.8,5,11.0,16,61,7,27,2012,64.9%,te,7.1,0,Dennis Pitta,BAL,61,669,3.8,94
29.9,16,7.8,16,43,1,25,2012,73.5%,RB,5.8,1,Ray Rice,BAL,61,478,3.8,83
48.8,15,13.0,16,48,3,28,2012,48.4%,WR,6.3,1,Donnie Avery,IND,60,781,3.8,124
61.6,12,13.6,13,47,3,28,2012,51.8%,WR,7.0,1,Dwayne Bowe,KAN,59,801,4.5,114
40.5,11,9.6,14,24,3,27,2012,57.8%,TE,5.6,4,Brandon Pettigrew,DET,59,567,4.2,102
45.6,14,12.0,15,34,1,27,2012,64.8%,TE,7.8,1,Brent Celek,PHI,57,684,3.8,88
58.1,14,14.5,14,39,5,31,2012,65.9%,WR,9.6,0,Malcom Floyd,SDG,56,814,4.0,85
51.7,7,14.8,16,66,2,24,2012,58.9%,wr,8.7,4,Jeremy Kerley,NYJ,56,827,3.5,95
39.1,16,11.4,16,33,5,25,2012,61.8%,TE,7.0,0,Martellus Bennett,NYG,55,626,3.4,89
71.8,11,14.4,11,41,11,23,2012,69.6%,TE,10.0,1,Rob Gronkowski,NWE,55,790,5.0,79
69.9,9,17.8,14,80,7,25,2012,52.4%,WR,9.3,1,Cecil Shorts,JAX,55,979,3.9,105
31.1,12,6.9,12,36,3,24,2012,80.6%,RB,5.6,4,LeSean McCoy,PHI,54,373,4.5,67
46.3,6,12.2,14,39,0,29,2012,69.7%,wr,8.5,1,Jason Avant,PHI,53,648,3.8,76
40.4,16,12.2,16,43,4,23,2012,56.4%,WR,6.9,0,Greg Little,CLE,53,647,3.3,94
53.2,11,13.1,13,50,3,24,2012,53.0%,WR,6.9,0,Hakeem Nicks,NYG,53,692,4.1,100
25.1,0,7.6,16,32,1,22,2012,89.8%,,6.8,0,Jacquizz Rodgers,ATL,53,402,3.3,59
30.8,16,9.3,16,29,9,23,2012,57.0%,TE,5.3,0,Kyle Rudolph,MIN,53,493,3.3,93
30.3,0,9.3,16,50,0,26,2012,76.5%,,7.1,2,Joique Bell,DET,52,485,3.3,68
33.8,15,10.4,16,26,4,28,2012,67.5%,TE,7.0,0,Marcedes Lewis,JAX,52,540,3.3,77
28.3,6,8.7,16,31,1,23,2012,67.5%,wr,5.9,2,Dexter McCluster,KAN,52,452,3.3,77
31.0,14,9.5,16,56,1,27,2012,71.2%,FB/rb,6.8,2,Marcel Reece,OAK,52,496,3.3,73
34.7,8,10.7,16,36,2,27,2012,61.2%,TE,6.5,0,Jacob Tamme,DEN,52,555,3.3,85
43.2,13,13.5,16,34,5,25,2012,62.2%,WR,8.4,0,Brandon Gibson,STL,51,691,3.2,82
38.1,2,10.5,14,59,4,26,2012,63.8%,wr,6.7,1,Andrew Hawkins,CIN,51,533,3.6,80
48.3,10,9.5,10,31,5,23,2012,61.4%,rb/TE,5.8,0,Aaron Hernandez,NWE,51,483,5.1,83
49.4,15,14.5,15,58,7,24,2012,44.7%,WR,6.5,3,Denarius Moore,OAK,51,741,3.4,114
24.5,15,7.2,15,27,1,22,2012,72.9%,RB,5.2,3,Trent Richardson,CLE,51,367,3.4,70
50.3,13,16.1,16,71,5,21,2012,52.1%,WR,8.4,1,Josh Gordon,CLE,50,805,3.1,96
57.4,1,17.2,15,61,7,23,2012,55.6%,wr,9.6,1,T.Y. Hilton,IND,50,861,3.3,90
46.8,16,15.0,16,46,7,26,2012,61.0%,WR,9.1,0,Sidney Rice,SEA,50,748,3.1,82
26.5,1,7.6,14,25,0,31,2012,83.1%,rb,6.3,0,Ronnie Brown,SDG,49,371,3.5,59
35.9,15,11.0,15,34,7,32,2012,61.3%,TE,6.7,0,Antonio Gates,SDG,49,538,3.3,80
29.5,16,9.6,16,64,1,23,2012,70.0%,RB,6.7,1,Doug Martin,TAM,49,472,3.1,70
62.1,10,15.2,12,73,7,27,2012,67.1%,WR,10.2,0,Jordy Nelson,GNB,49,745,4.1,73
53.4,16,17.4,16,54,8,23,2012,44.5%,WR,7.8,0,Torrey Smith,BAL,49,855,3.1,110
31.3,14,10.2,16,27,3,32,2012,59.8%,TE,6.1,1,Ben Watson,CLE,49,501,3.1,82
31.9,15,10.6,16,32,2,27,2012,65.8%,WR,7.0,1,Josh Morgan,WAS,48,510,3.0,73
27.2,7,9.3,16,33,4,33,2012,62.7%,te,5.8,0,Dallas Clark,TAM,47,435,2.9,75
46.6,14,16.2,16,71,4,29,2012,51.7%,WR,8.4,1,Nate Washington,TEN,46,746,2.9,89
32.6,16,11.6,16,40,3,22,2012,68.2%,fb/te,7.9,1,Dwayne Allen,IND,45,521,2.8,66
42.1,11,13.1,14,46,4,24,2012,50.0%,WR,6.5,2,Kenny Britt,TEN,45,589,3.2,90
35.1,3,12.5,16,53,2,23,2012,52.3%,wr,6.5,1,Michael Floyd,ARI,45,562,2.8,86
27.8,9,9.3,15,33,0,24,2012,66.2%,TE,6.1,0,Rob Housler,ARI,45,417,3.0,68
63.6,11,15.6,11,77,2,26,2012,51.7%,WR,8.0,1,DeSean Jackson,PHI,45,700,4.1,87
36.3,9,12.1,15,38,5,36,2012,77.6%,WR,9.4,0,Brandon Stokley,DEN,45,544,3.0,58
45.9,15,15.3,15,51,7,24,2012,66.2%,WR,10.1,1,Golden Tate,SEA,45,688,3.0,68
40.2,5,11.9,13,61,4,25,2012,60.3%,te,7.2,1,Jared Cook,TEN,44,523,3.4,73
22.7,15,7.7,15,47,1,27,2012,74.6%,RB,5.8,2,Matt Forte,CHI,44,340,2.9,59
63.3,10,14.4,10,88,4,26,2012,64.7%,WR,9.3,0,Pierre Garcon,WAS,44,633,4.4,68
48.4,12,15.4,14,62,4,26,2012,57.9%,WR,8.9,1,Brandon LaFell,CAR,44,677,3.1,76
39.1,7,14.2,16,37,1,25,2012,58.7%,wr,8.3,3,Emmanuel Sanders,PIT,44,626,2.8,75
38.1,13,13.3,15,43,6,27,2012,58.1%,TE,7.7,2,Scott Chandler,BUF,43,571,2.9,74
28.7,9,10.7,16,66,2,25,2012,75.4%,RB,8.1,3,C.J. Spiller,BUF,43,459,2.7,57
46.5,12,16.6,15,65,3,23,2012,52.5%,WR,8.7,0,Chris Givens,STL,42,698,2.8,80
32.4,14,12.4,16,80,4,24,2012,65.6%,fb/TE,8.1,1,Lance Kendricks,STL,42,519,2.6,64
37.4,10,10.7,12,40,1,26,2012,73.7%,WR,7.9,2,Mario Manningham,SFO,42,449,3.5,57
21.5,12,6.1,12,20,1,25,2012,66.7%,RB,4.1,2,Darren McFadden,OAK,42,258,3.5,63
33.6,4,12.0,15,57,1,29,2012,49.4%,te,5.9,0,Tony Scheffler,DET,42,504,2.8,85
34.3,16,13.4,16,53,5,28,2012,67.2%,TE,9.0,0,Vernon Davis,SFO,41,548,2.6,61
22.3,15,8.7,16,30,5,30,2012,70.7%,TE,6.1,0,Joel Dreessen,DEN,41,356,2.6,58
20.8,16,8.1,16,22,5,28,2012,59.4%,TE,4.8,0,Anthony Fasano,MIA,41,332,2.6,69
40.4,14,14.8,15,59,5,25,2012,51.3%,WR,7.6,0,Darrius Heyward-Bey,OAK,41,606,2.7,80
36.9,10,10.8,12,68,4,25,2012,61.2%,WR,6.6,1,Donald Jones,BUF,41,443,3.4,67
35.8,1,14.0,16,77,8,33,2012,66.1%,wr,9.2,2,Santana Moss,WAS,41,573,2.6,62
32.4,14,12.6,16,52,2,31,2012,60.3%,WR,7.6,0,Kevin Walter,HOU,41,518,2.6,68
13.6,16,5.4,16,23,2,26,2012,69.0%,RB,3.7,3,Arian Foster,HOU,40,217,2.5,58
28.1,8,11.2,16,32,2,30,2012,55.6%,WR,6.2,0,Michael Jenkins,MIN,40,449,2.5,72
13.6,16,5.4,16,20,1,27,2012,78.4%,RB,4.3,4,Adrian Peterson+,MIN,40,217,2.5,51
27.9,2,11.2,16,25,3,27,2012,72.7%,rb,8.1,1,Danny Woodhead,NWE,40,446,2.5,55
43.6,3,14.5,13,41,2,28,2012,66.1%,wr,9.6,0,Domenik Hixon,NYG,39,567,3.0,59
21.0,9,6.5,12,24,0,25,2012,69.6%,RB,4.5,2,Ryan Mathews,SDG,39,252,3.3,56
36.5,2,15.0,16,64,3,24,2012,52.7%,wr,7.9,1,Rod Streater,OAK,39,584,2.4,74
23.6,4,9.1,15,36,1,28,2012,73.6%,rb,6.7,0,Pierre Thomas,NOR,39,354,2.6,53
26.3,1,10.4,15,37,1,28,2012,64.4%,wr,6.7,1,Harry Douglas,ATL,38,395,2.5,59
33.9,5,14.3,16,68,3,24,2012,66.7%,wr,9.5,0,Leonard Hankerson,WAS,38,543,2.4,57
20.1,16,8.4,16,22,0,29,2012,71.7%,RB,6.1,0,Steven Jackson,STL,38,321,2.4,53
24.8,15,10.4,16,30,3,27,2012,71.7%,TE,7.5,1,Zach Miller,SEA,38,396,2.4,53
65.8,6,17.8,10,80,7,26,2012,59.7%,wr,10.6,0,Danario Alexander,SDG,37,658,3.7,62
45.8,5,10.2,8,45,4,29,2012,58.1%,wr,5.9,0,Greg Jennings,GNB,36,366,4.5,62
14.5,15,6.4,16,22,0,27,2012,73.5%,RB,4.7,5,Chris Johnson,TEN,36,232,2.3,49
18.3,16,8.3,16,25,2,27,2012,67.3%,RB,5.6,4,Reggie Bush,MIA,35,292,2.2,52
14.8,15,6.7,16,22,1,26,2012,71.4%,RB,4.8,5,Jamaal Charles,KAN,35,236,2.2,49
25.1,10,7.2,10,22,0,24,2012,83.3%,RB,6.0,3,DeMarco Murray,DAL,35,251,3.5,42
20.6,9,9.7,16,30,3,28,2012,75.6%,FB/te,7.3,0,James Casey,HOU,34,330,2.1,45
21.7,8,6.4,10,34,1,31,2012,81.0%,RB,5.2,5,Fred Jackson,BUF,34,217,3.4,42
15.3,14,6.3,14,15,0,22,2012,69.4%,RB,4.4,3,Mikel Leshoure,DET,34,214,2.4,49
30.2,14,13.7,15,38,1,25,2012,58.9%,TE,8.1,0,Tony Moeaki,KAN,33,453,2.2,56
38.3,8,11.6,10,46,4,23,2012,58.9%,WR,6.8,0,Titus Young,DET,33,383,3.3,56
29.1,1,13.6,15,65,4,25,2012,58.2%,wr,7.9,0,Kevin Ogletree,DAL,32,436,2.1,55
21.5,11,10.4,15,51,1,23,2012,53.4%,WR,5.6,0,T.J. Graham,BUF,31,322,2.1,58
12.7,2,6.5,16,16,1,29,2012,88.6%,fb,5.8,1,Jason Snelling,ATL,31,203,1.9,35
25.4,3,13.5,16,47,1,28,2012,54.5%,wr,7.4,2,Jacoby Jones+,BAL,30,406,1.9,55
18.6,2,8.7,14,36,4,24,2012,62.5%,wr,5.4,0,Austin Pettis,STL,30,261,2.1,48
24.9,2,10.8,13,27,0,24,2012,66.7%,wr,7.2,0,Damian Williams,TEN,30,324,2.3,45
26.1,4,12.6,14,50,3,24,2012,58.0%,wr,7.3,0,Doug Baldwin,SEA,29,366,2.1,50
31.3,4,12.9,12,60,2,25,2012,59.2%,wr,7.7,0,Earl Bennett,CHI,29,375,2.4,49
23.9,12,12.4,15,39,3,25,2012,54.7%,TE/wr,6.8,0,Jeff Cumberland,NYJ,29,359,1.9,53
17.3,3,7.4,12,18,0,27,2012,52.8%,wr,3.9,0,Early Doucet,ARI,28,207,2.3,53
14.6,16,8.4,16,26,1,29,2012,77.8%,RB,6.5,3,Frank Gore,SFO,28,234,1.8,36
17.5,9,9.4,15,30,3,26,2012,71.8%,fb/te,6.7,0,Garrett Graham,HOU,28,263,1.9,39
39.6,5,11.3,8,32,2,28,2012,77.8%,te,8.8,0,Dustin Keller,NYJ,28,317,3.5,36
27.1,2,15.5,16,55,3,35,2012,56.0%,wr,8.7,1,Randy Moss,SFO,28,434,1.8,50
19.3,6,10.3,15,25,2,27,2012,68.3%,wr,7.0,1,Chaz Schilens,NYJ,28,289,1.9,41
30.4,3,15.2,14,62,2,25,2012,50.9%,wr,7.7,0,Tiquan Underwood,TAM,28,425,2.0,55
40.0,5,8.9,6,26,2,31,2012,62.8%,wr,5.6,0,Nate Burleson,DET,27,240,4.5,43
16.8,5,9.9,16,26,0,27,2012,69.2%,fb,6.9,0,Mike Tolbert,CAR,27,268,1.7,39
23.4,10,10.8,12,26,2,24,2012,54.2%,TE,5.9,0,Coby Fleener,IND,26,281,2.2,48
22.1,9,8.5,10,31,0,31,2012,78.8%,RB,6.7,5,Willis McGahee,DEN,26,221,2.6,33
22.8,10,10.5,12,33,0,26,2012,50.0%,WR,5.3,2,Jerome Simpson,MIN,26,274,2.2,52
13.3,9,7.4,14,19,2,25,2012,64.1%,fb/TE,4.8,1,Clay Harbor,PHI,25,186,1.8,39
16.4,7,10.5,16,39,2,25,2012,69.4%,rb,7.3,2,Felix Jones,DAL,25,262,1.6,36
21.0,5,13.4,16,55,1,25,2012,41.0%,wr,5.5,1,Louis Murphy,CAR,25,336,1.6,61
19.3,10,12.3,16,31,1,25,2012,65.8%,TE,8.1,0,Logan Paulsen,WAS,25,308,1.6,38
25.2,5,11.5,11,48,1,23,2012,60.0%,,6.9,1,Armon Binns,2TM,24,277,2.2,40
46.4,7,13.5,7,29,0,26,2012,77.4%,te,10.5,0,Fred Davis,WAS,24,325,3.4,31
9.9,0,6.6,16,23,0,25,2012,80.0%,,5.3,2,Shaun Draughn,KAN,24,158,1.5,30
36.7,6,15.3,10,55,3,22,2012,50.0%,wr,7.6,0,Alshon Jeffery,CHI,24,367,2.4,48
12.5,1,7.8,15,38,0,26,2012,75.0%,rb,5.8,1,Chris Ogbonnaya,CLE,24,187,1.6,32
10.2,0,6.8,16,26,0,22,2012,66.7%,,4.5,3,Daryl Richardson,STL,24,163,1.5,36
36.0,4,10.5,7,32,0,27,2012,55.8%,wr,5.9,1,Laurent Robinson,JAX,24,252,3.4,43
17.5,12,10.7,14,59,0,26,2012,74.2%,RB,7.9,3,Ahmad Bradshaw,NYG,23,245,1.6,31
22.5,5,10.8,11,23,3,25,2012,48.9%,wr,5.3,0,Riley Cooper,PHI,23,248,2.1,47
16.1,5,10.5,15,39,1,30,2012,57.5%,wr,6.1,1,Devin Hester,CHI,23,242,1.5,40
12.3,15,8.5,16,27,1,26,2012,76.7%,RB,6.5,5,Marshawn Lynch+,SEA,23,196,1.4,30
23.4,2,10.2,10,31,1,26,2012,52.3%,wr,5.3,1,Eddie Royal,SDG,23,234,2.3,44
34.9,2,10.6,7,36,1,27,2012,59.0%,,6.3,1,Jordan Shipley,2TM,23,244,3.3,39
14.3,1,8.7,14,22,1,29,2012,79.3%,,6.9,1,Micheal Spurlock,2TM,23,200,1.6,29
18.3,15,12.0,15,46,1,28,2012,69.7%,TE,8.3,2,Craig Stevens,TEN,23,275,1.5,33
31.0,3,14.1,10,40,2,24,2012,68.8%,wr,9.7,0,Ryan Broyles,DET,22,310,2.2,32
6.9,15,4.7,15,13,0,27,2012,73.3%,RB,3.5,3,BenJarvus Green-Ellis,CIN,22,104,1.5,30
21.1,9,14.4,15,41,1,30,2012,46.8%,WR,6.7,1,Devery Henderson,NOR,22,316,1.5,47
44.3,1,14.1,7,65,2,23,2012,61.1%,wr,8.6,0,Jarius Wright,MIN,22,310,3.1,36
17.3,11,10.7,13,40,0,25,2012,63.6%,TE,6.8,0,Ed Dickson,BAL,21,225,1.6,33
26.1,3,11.2,9,56,3,26,2012,65.6%,wr,7.3,1,Julian Edelman,NWE,21,235,2.3,32
22.9,8,12.0,11,33,3,21,2012,44.7%,WR,5.4,0,Stephen Hill,NYJ,21,252,1.9,47
8.9,13,6.8,16,18,0,31,2012,87.5%,FB,6.0,0,Vonta Leach+,BAL,21,143,1.3,24
20.9,6,8.0,8,26,0,25,2012,80.8%,rb,6.4,1,Knowshon Moreno,DEN,21,167,2.6,26
21.5,4,16.4,16,45,3,28,2012,53.8%,te,8.8,1,Delanie Walker,SFO,21,344,1.3,39
21.7,7,16.3,15,57,1,23,2012,42.6%,wr,6.9,0,Jonathan Baldwin,KAN,20,325,1.3,47
16.1,6,11.3,14,28,1,24,2012,50.0%,te,5.7,0,Jordan Cameron,CLE,20,226,1.4,40
9.7,0,7.8,16,21,0,25,2012,74.1%,,5.7,2,Toby Gerhart,MIN,20,155,1.3,27
18.5,2,13.0,14,38,0,28,2012,55.6%,wr,7.2,0,Derek Hagan,OAK,20,259,1.4,36
68.0,4,13.6,4,38,1,28,2012,48.8%,wr,6.6,1,Santonio Holmes,NYJ,20,272,5.0,41
14.3,15,12.1,16,25,2,27,2012,43.2%,TE,5.2,1,Kellen Davis,CHI,19,229,1.2,44
9.4,14,7.9,16,30,0,27,2012,63.3%,RB,5.0,4,Shonn Greene,NYJ,19,151,1.2,30
13.0,6,6.8,10,26,0,27,2012,73.1%,rb,5.0,3,Rashad Jennings,JAX,19,130,1.9,26
18.3,1,13.5,14,32,0,23,2012,61.3%,wr,8.3,2,Damaris Johnson,PHI,19,256,1.4,31
10.2,1,6.9,13,25,0,24,2012,76.0%,rb,5.3,2,William Powell,ARI,19,132,1.5,25
18.6,1,15.7,16,56,3,21,2012,59.4%,wr,9.3,1,Rueben Randle,NYG,19,298,1.2,32
17.4,5,12.8,14,55,0,28,2012,82.6%,rb,10.6,3,Isaac Redman,PIT,19,244,1.4,23
11.3,0,9.5,16,20,0,23,2012,82.6%,,7.9,0,Robert Turbin,SEA,19,181,1.2,23
8.0,16,6.7,16,60,1,30,2012,63.3%,RB,4.3,3,Michael Turner,ATL,19,128,1.2,30
21.3,3,16.6,14,69,2,23,2012,48.6%,wr,8.1,1,Travis Benjamin,CLE,18,298,1.3,37
15.1,9,11.8,14,31,2,23,2012,54.5%,FB/te,6.4,0,Charles Clay,MIA,18,212,1.3,33
8.2,6,5.9,13,15,0,23,2012,72.0%,rb,4.2,2,Jonathan Dwyer,PIT,18,106,1.4,25
15.3,4,11.1,13,19,1,29,2012,51.4%,,5.7,0,Braylon Edwards,2TM,18,199,1.4,35
10.4,4,6.9,12,19,0,24,2012,60.0%,rb,4.2,1,Alex Green,GNB,18,125,1.5,30
18.3,5,11.2,11,23,1,22,2012,56.3%,wr,6.3,0,Marvin Jones,CIN,18,201,1.6,32
18.2,5,16.2,16,67,3,25,2012,64.3%,te,10.4,0,Anthony McCoy,SEA,18,291,1.1,28
6.8,4,6.0,16,12,1,25,2012,45.0%,,2.7,1,Mike Thomas,2TM,18,108,1.1,40
9.5,12,8.9,16,19,1,22,2012,63.0%,RB,5.6,3,Vick Ballard,IND,17,152,1.1,27
14.6,2,12.1,14,24,0,30,2012,63.0%,wr,7.6,0,Jerricho Cotchery,PIT,17,205,1.2,27
13.9,0,13.1,16,36,1,25,2012,54.8%,,7.2,1,Dwayne Harris,DAL,17,222,1.1,31
9.4,5,8.8,16,19,1,31,2012,73.9%,te,6.5,0,Will Heller,DET,17,150,1.1,23
8.1,12,7.6,16,27,0,29,2012,58.6%,TE,4.4,0,Jeff King,ARI,17,129,1.1,29
